1.160000	3.730000	1
4.050000	5.540000	2
6.670000	7.900000	3
8.530000	9.910000	5
10.530000	11.610000	6
12.320000	13.500000	7
14.240000	15.890000	8
16.170000	17.120000	9
18.660000	19.770000	10
21.310000	22.280000	11
23.450000	24.430000	12
25.450000	26.960000	13
27.550000	28.310000	14
29.510000	30.400000	15
31.400000	32.610000	16
33.480000	34.710000	17
35.480000	36.400000	18
37.640000	38.580000	19
39.460000	40.790000	21
41.270000	42.410000	22
43.200000	43.840000	23
45.080000	46.100000	24
46.860000	47.680000	25
48.580000	49.750000	26
50.580000	51.680000	27
52.350000	53.500000	28
