2.390000	4.300000	1
4.520000	6.030000	2
6.780000	7.550000	3
9.020000	10.320000	4
11.000000	11.900000	5
13.110000	14.180000	6
15.310000	16.510000	7
17.290000	18.030000	8
19.230000	20.310000	9
21.070000	22.030000	10
23.080000	24.600000	11
24.950000	26.170000	12
26.920000	27.980000	13
29.160000	30.510000	14
31.240000	32.510000	15
33.670000	35.140000	16
38.650000	40.150000	18
40.700000	41.670000	19
42.740000	44.090000	20
44.820000	45.920000	21
46.960000	47.970000	22
49.120000	50.200000	23
51.110000	52.110000	24
53.100000	54.240000	25
55.060000	56.340000	26
