0.980000	2.710000	1
2.950000	4.330000	2
5.010000	5.880000	3
7.090000	8.300000	4
9.120000	10.530000	5
11.050000	12.690000	6
13.190000	14.190000	7
15.260000	16.600000	8
17.270000	18.540000	9
19.280000	20.680000	10
21.390000	22.320000	11
23.330000	24.900000	12
25.340000	26.700000	13
27.340000	28.570000	14
29.520000	30.770000	15
31.420000	32.730000	16
33.500000	34.740000	17
36.080000	37.740000	18
38.360000	39.720000	19
40.620000	41.790000	20
42.620000	43.870000	21
44.690000	45.960000	22
46.760000	47.950000	23
49.060000	50.360000	24
51.010000	52.230000	25
53.080000	54.040000	26
55.130000	56.110000	27
57.290000	58.540000	28
59.330000	60.510000	29
