1.220000	3.070000	1
3.140000	4.350000	2
4.950000	6.320000	3
6.990000	8.620000	4
9.020000	10.550000	5
10.720000	12.030000	7
12.700000	13.800000	8
14.710000	15.830000	9
16.620000	18.320000	10
18.680000	19.840000	11
20.700000	22.740000	12
22.880000	24.130000	13
24.810000	26.120000	14
26.950000	28.380000	15
28.980000	30.600000	16
31.180000	32.690000	17
33.240000	34.690000	18
35.140000	36.980000	19
37.180000	38.840000	20
39.160000	40.430000	22
41.140000	44.110000	23
45.270000	46.960000	24
47.340000	48.810000	25
49.170000	50.660000	26
51.360000	52.800000	27
53.450000	55.390000	28
55.540000	56.780000	29
57.660000	59.550000	30
59.730000	61.220000	31
63.050000	63.050000	[End]
1.710000	3.660000	1
3.740000	4.910000	2
6.040000	6.840000	3
8.200000	9.760000	4
10.350000	11.500000	5
12.520000	13.030000	6
14.600000	15.770000	7
16.830000	17.490000	8
18.870000	20.170000	9
21.000000	21.620000	10
23.500000	24.990000	11
25.540000	26.600000	12
27.560000	28.300000	13
29.540000	30.890000	14
31.700000	32.470000	15
33.740000	34.650000	16
35.750000	36.840000	17
37.760000	38.800000	18
39.780000	40.700000	19
41.640000	42.510000	20
43.610000	44.530000	21
45.700000	46.640000	22
47.830000	48.940000	23
49.820000	50.730000	24
51.780000	52.440000	25
53.800000	55.060000	26
56.200000	57.260000	27
58.200000	59.230000	28
60.410000	61.010000	29
62.390000	63.830000	30
66.070000	66.200000	31
66.200000	66.200000	[End]
