1.690000	3.330000	1
3.800000	4.960000	2
5.880000	7.040000	3
7.880000	8.540000	4
9.930000	10.990000	5
12.110000	13.490000	6
14.420000	15.660000	7
16.570000	17.700000	8
18.600000	20.020000	9
20.830000	22.100000	10
22.890000	23.650000	11
24.940000	25.830000	13
26.990000	27.910000	14
29.020000	30.290000	15
31.240000	32.130000	16
33.300000	34.520000	17
35.480000	36.700000	18
37.670000	38.960000	19
39.770000	40.610000	20
41.920000	42.750000	21
44.370000	45.730000	22
46.480000	47.810000	23
48.540000	49.450000	24
50.610000	51.610000	25
52.510000	53.340000	26
54.520000	55.550000	27
56.660000	57.510000	28
58.910000	60.320000	29
