3.930000	5.820000	1
7.880000	9.630000	2
10.530000	11.070000	3
13.350000	14.590000	5
15.860000	17.040000	6
18.660000	20.440000	7
21.210000	22.460000	8
23.760000	25.340000	9
26.550000	27.620000	10
29.490000	30.890000	11
32.000000	33.270000	13
34.550000	35.860000	14
37.260000	38.680000	15
39.860000	41.670000	16
42.640000	43.910000	17
45.540000	46.990000	18
47.970000	49.030000	19
50.540000	52.590000	20
53.040000	54.750000	21
55.840000	56.580000	22
58.510000	60.570000	23
61.020000	62.830000	24
63.640000	65.190000	25
66.190000	67.760000	26
69.090000	70.800000	27
71.910000	73.170000	28
74.380000	75.890000	29
76.920000	78.160000	31
79.290000	80.880000	33
82.570000	84.130000	34
85.150000	86.940000	36
87.570000	88.890000	37
