0.281998	0.281998	516
1.065326	1.065326	517
1.800000	1.910000	1
2.130000	2.310000	2
3.415311	3.415311	518
4.270000	4.380000	3
4.610000	4.750000	4
4.860000	5.120000	5
5.700000	5.810000	6
6.050000	6.160000	7
6.440000	6.580000	8
8.040000	8.160000	9
8.720000	8.840000	10
9.670000	9.790000	11
10.770000	10.880000	12
11.670000	11.930000	13
12.658585	12.658585	502
13.830000	13.940000	14
14.840000	15.180000	15
15.250000	15.450000	16
15.640000	16.890000	17
17.010000	18.090000	18
18.160000	18.340000	19
18.610000	18.730000	20
19.070000	19.210000	21
19.280000	19.640000	22
20.360000	20.470000	23
21.140000	21.300000	24
21.380000	21.710000	25
21.850000	22.010000	26
23.468515	23.468515	500
24.502508	24.502508	501
25.035172	25.035172	514
26.150000	26.260000	27
27.360000	27.500000	28
27.570000	27.740000	29
27.840000	28.010000	30
28.090000	28.230000	31
28.400000	28.530000	32
29.296477	29.296477	513
30.320000	31.070000	33
31.220000	31.780000	34
32.580000	34.630000	35
35.410000	35.970000	36
36.040000	36.160000	37
36.830000	37.620000	38
38.330000	39.050000	39
39.210000	39.420000	40
40.070000	41.080000	41
41.450000	42.630000	42
43.271054	43.271054	511
44.242381	44.242381	512
45.340000	45.450000	43
46.400000	46.550000	44
46.700000	46.820000	45
47.420000	47.600000	46
48.370000	48.500000	47
48.630000	48.740000	48
49.050000	49.380000	49
50.289675	50.289675	515
51.620000	51.730000	50
52.150000	52.560000	51
52.710000	52.840000	52
53.660000	53.880000	53
53.970000	54.090000	54
54.740000	54.860000	55
56.340000	56.460000	56
56.790000	56.920000	57
57.070000	57.340000	58
59.240000	60.000000	59
60.070000	60.260000	60
61.040000	61.200000	61
61.450000	61.780000	62
62.550000	62.680000	63
64.260000	64.450000	64
65.454911	65.454911	504
66.290000	66.400000	65
67.830000	67.940000	66
68.760000	68.920000	67
69.260000	69.570000	68
70.410000	70.590000	69
71.560000	71.840000	70
72.250000	72.580000	71
73.240000	73.530000	72
74.150000	74.290000	73
74.440000	74.580000	74
75.480000	75.630000	75
75.720000	75.850000	76
76.470000	76.600000	77
76.740000	76.900000	78
77.570000	77.700000	79
79.260000	79.370000	80
80.933477	80.933477	503
81.654139	81.654139	504
83.270000	83.730000	81
85.006784	85.006784	507
85.570781	85.570781	508
86.910000	87.020000	82
88.270000	88.430000	83
89.510000	89.710000	84
90.114085	90.114085	510
91.220000	91.340000	85
91.970000	92.280000	86
93.498063	93.498063	506
94.760000	94.920000	87
95.879381	95.879381	509
97.450000	97.570000	88
98.050000	98.230000	89
98.480000	98.660000	90
100.930000	101.070000	91
101.200000	101.330000	92
101.590000	101.720000	93
103.140000	103.290000	94
104.830000	104.940000	95
105.120000	105.230000	96
107.410000	107.520000	97
107.840000	107.950000	98
108.590000	108.950000	99
109.210000	109.520000	100
109.770000	110.000000	101
110.140000	111.250000	102
112.710000	113.110000	103
113.580000	113.690000	104
114.830000	114.990000	105
115.130000	115.650000	106
