1.220000	3.070000	1
3.140000	4.350000	2
4.950000	6.320000	3
6.990000	8.620000	4
9.020000	10.550000	5
10.720000	12.030000	7
12.700000	13.800000	8
14.710000	15.830000	9
16.620000	18.320000	10
18.680000	19.840000	11
20.700000	22.740000	12
22.880000	24.130000	13
24.810000	26.120000	14
26.950000	28.380000	15
28.980000	30.600000	16
31.180000	32.690000	17
33.240000	34.690000	18
35.140000	36.980000	19
37.180000	38.840000	20
39.160000	40.430000	22
41.140000	44.110000	23
45.270000	46.960000	24
47.340000	48.810000	25
49.170000	50.660000	26
51.360000	52.800000	27
53.450000	55.390000	28
55.540000	56.780000	29
57.660000	59.550000	30
59.730000	61.220000	31
63.050000	63.050000	[End]
